id,ideology,political_affiliation,race_white,hispanic,gender,income,age,bio
R_0qutU1gZr7dMKt7,extremely conservative,am a strong Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3VhOYpF52JFd4EJ,slightly liberal,lean towards Democrats,white,,male,,very old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. In terms of my age, I am very old. "
R_cx8iabblhzzUfGZ,moderate,am a weak Democrat,white,,male,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_bQ9ZYYSENvzdVL7,conservative,lean towards Rebublicans,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_8qQdkperULNvbeJ,extremely conservative,lean towards Rebublicans,white,,female,middle-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_5A7RSrWuTYdqQPb,slightly liberal,am an independent,white,,male,very poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am male. Financially, I am very poor. In terms of my age, I am old. "
R_4MyHODIz8AaIfNr,slightly liberal,am a strong Democrat,white,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_1S8aLCA4KIvUM6h,liberal,am a weak Democrat,white,,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_b9E7wuhevB2ND8N,extremely conservative,am a strong Republican,white,,female,poor,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am young. "
R_0csRzhFpvjOioDP,moderate,am an independent,white,,female,poor,very old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_5oHIkrnLROPgCQl,extremely liberal,am a strong Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_e98DxnXKZktDtI1,slightly conservative,am an independent,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_b163IoV4j55iDNr,moderate,am a weak Republican,white,,male,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_ePXPcpANfMmeCnr,moderate,lean towards Democrats,white,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_07z39SqPeUaAlrn,slightly liberal,lean towards Democrats,white,,female,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_6J7UDP9gyVv66y1,moderate,am a weak Republican,white,,female,poor,very old,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_3Q7as232yIkId9P,slightly conservative,am an independent,white,,female,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_bjbul7zsEJzEyvr,slightly conservative,am a weak Republican,white,Hispanic,female,middle-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_9mnBPQedZ0Fkx9j,conservative,lean towards Rebublicans,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_ezVFeIC6YOoF5yJ,conservative,am an independent,white,,female,poor,old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3h3CAd3a5sH8BI9,conservative,am a weak Republican,white,,female,middle-class,very old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_3fT8sC2hjI1tGAJ,slightly conservative,am a weak Republican,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_08MyDzSO4f5tk6F,conservative,am a weak Republican,white,,female,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am old. "
R_6M4toVUB88WrYlD,slightly conservative,lean towards Rebublicans,white,,female,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_08LO6PDm42FYLlP,slightly conservative,am a weak Republican,white,,female,middle-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_034i8Kcri68bfEx,moderate,am a weak Democrat,white,,female,poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_6Gyeormvpe0ZXa5,liberal,am a strong Democrat,,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_afWJ1slAe7aUKKp,slightly conservative,lean towards Rebublicans,white,,male,poor,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_0j6TYjhyStBDncV,slightly conservative,am a strong Democrat,,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_bKQw3F7jXLzflNH,extremely liberal,am a strong Democrat,white,,female,upper-class,very old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am very old. "
R_1XJi7idw1f9aTJj,liberal,lean towards Democrats,white,,female,middle-class,very old,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_6DPdiJ8POiP4yWh,conservative,am a weak Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_d08nTD7H9xPWE3r,extremely liberal,lean towards Rebublicans,white,,female,very poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Rebublicans. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_bKqwFtS9CblpoZD,extremely liberal,am a strong Democrat,white,Hispanic,male,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_9B8rPAlu5IyoL6B,liberal,am a strong Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_e4dXo16GpzhE0nP,moderate,am an independent,white,Hispanic,male,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_0rE3TzzPaDGJSpT,liberal,am a strong Democrat,white,Hispanic,female,upper-class,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_896zG20L1FhvOcd,conservative,am a weak Republican,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_1YvDl8ZCFxZvEEJ,conservative,am a weak Republican,white,,female,very poor,very old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am very poor. In terms of my age, I am very old. "
R_6QN4JmzplxxsGcl,moderate,lean towards Democrats,,Hispanic,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_3K6s5svr5MgZvFP,moderate,am an independent,white,,male,poor,very old,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_3t4OptyWy8Uddrv,moderate,am an independent,,Hispanic,female,very poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_3XgXRANhbvjFns9,extremely liberal,am a strong Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_1Fb2IRHeGX5RPVj,moderate,am a weak Democrat,white,,female,,very old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. In terms of my age, I am very old. "
R_6SELacbX0orYiVf,moderate,lean towards Rebublicans,white,,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_0OfccLDgcaary1D,liberal,am a weak Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_03tnSHKv46S1jp3,slightly conservative,lean towards Rebublicans,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3ReLLNmMxqpZbDL,moderate,am a strong Republican,white,,female,very poor,young,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_9StRWc5o019BsIl,conservative,am an independent,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_9ttspaVdrHL8djn,slightly conservative,am a strong Democrat,white,,female,poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_em9YeDcRMDztyRL,extremely liberal,am a strong Democrat,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_4Uyvpo8G3r6rPfv,conservative,am a strong Republican,white,,female,poor,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_cTiC5GSOY2aYmDH,slightly conservative,am a strong Republican,white,,female,poor,young,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am young. "
R_cBEFQcXoGZqDmjX,slightly liberal,lean towards Democrats,white,,male,poor,very old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_8HyDn0l7UgPV7Lf,conservative,am an independent,white,,male,very poor,very old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am very poor. In terms of my age, I am very old. "
R_3J13gLSEnwFrXNP,slightly liberal,lean towards Democrats,white,,female,upper-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_0W0GDJn18aDgh01,slightly liberal,lean towards Democrats,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_ahjiMPIW8WaVxm5,moderate,lean towards Democrats,white,,male,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_09gmdpfVf5Ydfdr,moderate,am a weak Democrat,white,,female,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_8BNuamxK6Dwjmtf,slightly conservative,am a weak Democrat,,Hispanic,female,middle-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_a2WHv62bu6JHarb,moderate,am a strong Republican,white,,male,poor,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am old. "
R_0SqmSzfG3foMSA5,moderate,lean towards Democrats,white,,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_cMxVS1ps20vQEgB,conservative,am a weak Republican,white,,female,poor,very old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_08ouQEb81BCY4dv,extremely liberal,am a strong Democrat,white,Hispanic,male,upper-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_bCP1n9wnK26fXVj,liberal,am a strong Democrat,white,,male,poor,old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am old. "
R_aVpaf64xJu0w4Pb,conservative,lean towards Rebublicans,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_eOJG686ajPASt4p,moderate,am a strong Democrat,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_egrYDelWxwIq6hf,extremely liberal,am a strong Democrat,white,Hispanic,female,upper-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_0fHPW2I99LLyk9T,slightly liberal,lean towards Democrats,white,,male,very poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am very poor. In terms of my age, I am old. "
R_6mmUBCihk5O2CRn,conservative,lean towards Democrats,white,,male,middle-class,very old,"Ideologically, I describe myself as conservative. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_bDB9xnuanTzSQ5f,slightly conservative,am a strong Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_0JayU7o7M7y4LS5,moderate,am an independent,white,,male,,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. In terms of my age, I am middle-aged. "
R_eyzMdZLf69WzHdX,extremely conservative,am a strong Republican,white,,female,poor,very old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_5zoH9HWr16zPLSd,slightly liberal,am a weak Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_bj6YnQ3t2B1ucQJ,slightly conservative,am a weak Republican,white,,male,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_8Ci3onMgrNWzsfX,liberal,am an independent,white,,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_e5S9ioSyAXrKFVz,moderate,am a weak Democrat,white,,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_2oi3hOC1PURhE3j,conservative,am an independent,white,,male,middle-class,very old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_dbbKBCR5zlVQEu1,moderate,lean towards Rebublicans,white,,female,poor,very old,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_6xRmQmQ5DhQo6jz,liberal,am a weak Republican,white,,male,middle-class,old,"Ideologically, I describe myself as liberal. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_8GgW8RogpOD0U8h,liberal,am a weak Democrat,white,,female,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_1DRL6HY6jPzrRlN,moderate,am an independent,white,,female,very poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_3KGv5ti1g4tftoD,extremely liberal,am a strong Democrat,white,,male,poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am old. "
R_2WIHlwbFq3K1Ugf,liberal,am a strong Democrat,white,,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_AhRwtQnnxxpo0bT,slightly conservative,am a weak Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_3fkHasWrTx9fVkW,conservative,am a strong Republican,white,Hispanic,male,poor,old,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am old. "
R_2U5FFaG82CYyLFB,liberal,am a weak Democrat,white,,male,poor,very old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_1N3nSfN95oRVCcZ,liberal,am a strong Democrat,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_332tLzSgsNQVpgT,extremely liberal,am a strong Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_3noPbL3HSMCgA1K,liberal,am a weak Democrat,white,,male,poor,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am young. "
R_3oLctTlNLXC8fWE,moderate,lean towards Democrats,white,,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_RQEdNpbzZUeyIRX,extremely liberal,lean towards Democrats,white,,male,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_3NxiTvByxaao0as,liberal,lean towards Democrats,white,,male,upper-class,old,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_2wFdG2pGlVU2JJS,slightly liberal,am a weak Democrat,white,,female,very poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_2TRW1qhG21U80qO,liberal,am a weak Democrat,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_27y7qKtJVoAScZy,liberal,am a weak Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_2cd3GwFc6vXHdk9,slightly liberal,am a weak Republican,white,,female,poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2pYMGgxKjlwKT85,slightly conservative,lean towards Rebublicans,white,,female,poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3JIW3K1yFyb12Lk,slightly liberal,lean towards Democrats,white,,male,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am young. "
R_cMIk1moyamDujMB,slightly liberal,am a weak Democrat,white,,male,poor,very old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am very old. "
R_2f34cLmCjryl1fZ,extremely conservative,am a strong Republican,white,,female,very poor,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_ZyqVuTEQyRkOmTn,conservative,am a weak Republican,white,,female,upper-class,old,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_1IMKfhqGtXVsRkA,extremely liberal,am a strong Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2SDCdDNtgmCAexy,extremely liberal,am a strong Democrat,white,,female,poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_2SBsIm6CNDUriyC,moderate,am an independent,white,,female,very poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_2pJraVpPPtXwb3O,extremely conservative,lean towards Rebublicans,white,,female,very poor,old,"Ideologically, I describe myself as extremely conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_1QKuBTiaYyIt4sG,liberal,am a strong Democrat,white,,female,very poor,old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_1lazlUTpKdoye1P,liberal,am an independent,white,,male,poor,young,"Ideologically, I describe myself as liberal. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am young. "
R_31vdrXLNneVmblF,extremely liberal,am a strong Democrat,white,,male,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_pxWDHDsbSrnI6Hv,liberal,am a weak Democrat,white,,female,upper-class,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_1hZ4NtoBnW4QpsV,extremely conservative,am a weak Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_30jUdBnmvVNoTni,extremely conservative,am a strong Republican,white,,female,poor,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_XANDExOPkZupsc1,slightly liberal,lean towards Democrats,,Hispanic,male,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am young. "
R_3soeSMPUkgTVHb7,moderate,am a strong Democrat,white,,female,middle-class,very old,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_REUSey2f7ybHejD,extremely liberal,am a strong Democrat,white,,male,poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2rTwv9nv3E4Dl3z,liberal,am a weak Democrat,white,,male,poor,old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am old. "
R_2XbrXSsQxgXvTSt,moderate,lean towards Rebublicans,white,,male,upper-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am male. Financially, I am upper-class. In terms of my age, I am young. "
R_3NED5yDxPUZALmu,extremely liberal,am a strong Democrat,white,,female,poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_3MhA8Yga7hjhaeo,slightly conservative,am an independent,white,,female,poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am old. "
R_2VdyRoqh7KK9iSK,extremely liberal,am a strong Democrat,white,Hispanic,female,poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am young. "
R_3hmXJWVSTfSVTG1,liberal,am a weak Democrat,white,Hispanic,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_3hbZLROIp6fa6pq,extremely liberal,lean towards Democrats,white,,female,very poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_2atYixn6I4Johaf,moderate,am a weak Republican,white,Hispanic,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_9Y7VElYcaHYfyut,slightly conservative,am a weak Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1rdZdjIyAvZ10qj,slightly liberal,lean towards Democrats,white,,female,very poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_oXlRn7M6LAh4Qud,extremely liberal,am a strong Democrat,white,,female,very poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_3fwUia6PdbymcYG,slightly conservative,lean towards Democrats,white,,female,middle-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_3fCsaqar6jXI0rn,slightly conservative,am an independent,white,,male,poor,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_26gT97OJfxEvVnW,moderate,am an independent,white,,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1GBroujFw9zyQSt,moderate,lean towards Democrats,white,,male,poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_3FVfHH53rXNRA5o,extremely liberal,am an independent,,Hispanic,male,poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am an independent. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
